Car,order_date
Dacia Sandero (2022),2023-02-21 10:04:21.905704
Mercedes C-Class (2019),2017-05-08 10:04:21.907704
Audi A3 (2019),2024-10-20 10:04:21.909704
Dacia Duster (2021),2023-05-03 10:04:21.911718
Ford Puma (2023),2020-08-02 10:04:21.913718
BMW X1 (2021),2021-11-13 10:04:21.915718
Opel Mokka (2021),2018-12-09 10:04:21.917719
Kia Sportage (2018),2020-11-03 10:04:21.919718
Fiat Panda (2020),2022-12-11 10:04:21.921718
Lexus NX (2023),2018-08-03 10:04:21.923718
Mercedes C-Class (2019),2022-10-21 10:04:21.925718
Mini Countryman (2022),2019-08-13 10:04:21.927718
Jeep Compass (2020),2019-11-22 10:04:21.929718
Tesla Model 3 (2022),2018-04-22 10:04:21.931718
Toyota Corolla (2021),2015-10-04 10:04:21.933718
Subaru Impreza (2019),2024-07-16 10:04:21.935719
Suzuki Vitara (2020),2024-02-10 10:04:21.937823
BMW X1 (2021),2016-01-14 10:04:21.939814
Honda HR-V (2022),2022-09-10 10:04:21.941818
Ford Kuga (2020),2019-02-18 10:04:21.943816
Volkswagen ID.4 (2023),2017-09-23 10:04:21.945934
Seat Leon (2017),2017-01-01 10:04:21.947931
Audi Q3 (2022),2016-05-11 10:04:21.949938
Hyundai Kona (2021),2025-04-13 10:04:21.951937
Mazda CX-5 (2019),2024-01-02 10:04:21.953931
Fiat 500e (2021),2016-05-07 10:04:21.955941
Lexus UX (2021),2022-10-31 10:04:21.957931
Toyota RAV4 (2019),2021-05-08 10:04:21.958935
Jeep Renegade (2021),2016-01-31 10:04:21.961684
Toyota Yaris (2023),2021-03-19 10:04:21.963699
Jaguar F-PACE (2021),2021-03-28 10:04:21.965689
Volkswagen ID.3 (2022),2020-01-20 10:04:21.967682
Suzuki Swift (2021),2022-09-05 10:04:21.969698
Mercedes A-Class (2021),2020-09-19 10:04:21.971688
Mercedes EQC (2022),2015-10-18 10:04:21.973695
Volvo XC40 (2022),2024-03-10 10:04:21.975681
Seat Leon (2017),2019-07-31 10:04:21.977684
Mercedes GLA (2020),2015-10-30 10:04:21.979689
Mercedes GLA (2020),2023-05-31 10:04:21.982569
Hyundai i30 (2016),2018-10-10 10:04:21.984569
Jaguar E-PACE (2022),2018-09-24 10:04:21.986683
Audi A3 (2019),2023-07-31 10:04:21.988684
Citroen C5 Aircross (2021),2017-09-20 10:04:21.990683
Volkswagen ID.4 (2023),2019-03-17 10:04:21.992685
Audi e-tron (2021),2022-03-06 10:04:21.993688
Mazda Mazda3 (2020),2016-02-03 10:04:21.996584
Audi e-tron (2021),2022-03-16 10:04:21.998691
Volkswagen ID.4 (2023),2020-02-10 10:04:21.999684
Mercedes EQB (2023),2024-10-08 10:04:22.002676
Honda Civic (2015),2021-06-04 10:04:22.006686
Peugeot e-208 (2023),2020-10-13 10:04:22.009574
Jeep Renegade (2021),2018-04-05 10:04:22.012681
Fiat 500e (2021),2019-06-06 10:04:22.014685
Seat Leon (2017),2021-06-19 10:04:22.016572
Fiat 500e (2021),2016-03-12 10:04:22.018670
Jaguar E-PACE (2022),2025-01-22 10:04:22.020683
Jaguar E-PACE (2022),2022-07-11 10:04:22.023574
Nissan Ariya (2023),2024-03-29 10:04:22.025575
Jaguar E-PACE (2022),2024-10-19 10:04:22.028686
Lexus NX (2023),2020-06-08 10:04:22.030685
Fiat 500X (2019),2020-01-08 10:04:22.032684
Volvo XC40 (2022),2019-12-30 10:04:22.034639
Suzuki Vitara (2020),2025-04-03 10:04:22.037687
Honda Civic (2015),2016-05-22 10:04:22.039577
Nissan Qashqai (2017),2024-02-29 10:04:22.041585
Hyundai i30 (2016),2024-12-31 10:04:22.044681
Skoda Octavia (2019),2015-10-23 10:04:22.046811
Seat Arona (2022),2019-07-29 10:04:22.049698
Opel Mokka (2021),2024-03-08 10:04:22.052695
Fiat 500e (2021),2019-08-14 10:04:22.055701
Volkswagen ID.4 (2023),2021-09-12 10:04:22.058693
BMW 5 Series (2017),2025-04-03 10:04:22.062238
Suzuki Swift (2021),2017-08-16 10:04:22.064352
Cupra Formentor (2022),2019-09-14 10:04:22.068239
Peugeot e-208 (2023),2015-12-23 10:04:22.071242
Kia Sportage (2018),2020-01-31 10:04:22.073342
Jaguar E-PACE (2022),2019-08-27 10:04:22.077239
Citroen C3 (2018),2022-12-06 10:04:22.080254
Audi Q5 (2014),2021-01-12 10:04:22.083240
Lexus NX (2023),2016-12-09 10:04:22.086238
Toyota Yaris (2023),2015-08-18 10:04:22.089243
Renault Megane (2021),2022-10-11 10:04:22.092243
Ford Puma (2023),2018-04-20 10:04:22.095272
Kia Sportage (2018),2016-10-27 10:04:22.097343
Dacia Duster (2021),2022-02-19 10:04:22.100242
Mercedes EQC (2022),2017-03-30 10:04:22.102236
Peugeot 308 (2016),2016-11-20 10:04:22.105235
Hyundai Tucson (2020),2021-02-12 10:04:22.107234
Hyundai Tucson (2020),2019-09-18 10:04:22.109241
Mercedes A-Class (2021),2025-01-21 10:04:22.111232
Suzuki Vitara (2020),2017-12-27 10:04:22.113352
Opel Corsa (2020),2025-05-18 10:04:22.115240
Mazda CX-5 (2019),2024-06-17 10:04:22.117245
Subaru Impreza (2019),2025-02-19 10:04:22.119250
Mercedes GLA (2020),2016-11-27 10:04:22.121241
Audi Q3 (2022),2015-09-01 10:04:22.123339
Citroen C3 (2018),2019-12-16 10:04:22.125239
Nissan Juke (2021),2021-03-09 10:04:22.127251
Mercedes EQB (2023),2017-12-13 10:04:22.130243
Seat Arona (2022),2024-07-10 10:04:22.132233
Jaguar E-PACE (2022),2017-03-27 10:04:22.134239
Lexus UX (2021),2021-12-28 10:04:22.137232
Mazda CX-5 (2019),2020-12-27 10:04:22.140239
Tesla Model Y (2023),2022-09-08 10:04:22.143234
Peugeot 2008 (2023),2018-09-04 10:04:22.146396
BMW 3 Series (2018),2025-04-09 10:04:22.149279
Smart EQ ForTwo (2022),2021-07-19 10:04:22.153277
Nissan Leaf (2020),2016-09-27 10:04:22.156282
Cupra Formentor (2022),2018-10-16 10:04:22.159281
Fiat 500e (2021),2019-08-03 10:04:22.161922
Mercedes EQB (2023),2019-01-18 10:04:22.165933
Toyota Corolla (2021),2020-05-11 10:04:22.170835
Mazda MX-5 (2019),2023-11-22 10:04:22.173924
Skoda Enyaq (2023),2016-01-07 10:04:22.177836
Seat Leon (2017),2023-11-19 10:04:22.181925
Ford Puma (2023),2015-11-12 10:04:22.185856
Nissan Ariya (2023),2017-07-16 10:04:22.189945
Opel Corsa (2020),2025-06-22 10:04:22.191855
Mercedes GLA (2020),2018-05-09 10:04:22.194948
Volkswagen ID.4 (2023),2023-05-22 10:04:22.196947
Fiat 500e (2021),2015-10-25 10:04:22.198566
Audi Q3 (2022),2017-05-06 10:04:22.200691
Skoda Enyaq (2023),2016-07-29 10:04:22.202684
Audi A4 (2016),2016-08-15 10:04:22.204685
Renault Zoe (2022),2021-02-14 10:04:22.206690
BMW 3 Series (2018),2023-06-09 10:04:22.208691
Dacia Sandero (2022),2024-09-30 10:04:22.210669
BMW 3 Series (2018),2021-11-04 10:04:22.212690
Audi A3 (2019),2017-12-21 10:04:22.214703
Smart EQ ForTwo (2022),2019-12-23 10:04:22.216691
Citroen C5 Aircross (2021),2022-07-20 10:04:22.218684
BMW i4 (2022),2020-08-15 10:04:22.220691
Seat Leon (2017),2018-08-22 10:04:22.222685
Kia EV6 (2022),2021-04-22 10:04:22.224637
Smart EQ ForTwo (2022),2023-06-22 10:04:22.226687
Honda Civic (2015),2020-05-26 10:04:22.228690
Suzuki Swift (2021),2021-12-14 10:04:22.230688
Ford Kuga (2020),2016-09-09 10:04:22.232582
Dacia Sandero (2022),2024-01-22 10:04:22.235693
Dacia Sandero (2022),2018-12-21 10:04:22.237695
Nissan Juke (2021),2018-03-30 10:04:22.239696
Hyundai Kona (2021),2024-11-21 10:04:22.241693
Hyundai i30 (2016),2016-06-03 10:04:22.242703
Skoda Enyaq (2023),2017-08-10 10:04:22.244695
Peugeot 308 (2016),2016-09-14 10:04:22.246808
Mini Countryman (2022),2024-04-27 10:04:22.248807
Ford Focus (2018),2016-10-21 10:04:22.250806
Peugeot e-208 (2023),2015-11-24 10:04:22.252807
Mercedes EQC (2022),2024-03-13 10:04:22.254803
Jeep Compass (2020),2015-08-10 10:04:22.256807
Opel Corsa (2020),2017-03-16 10:04:22.258820
Hyundai Tucson (2020),2020-11-30 10:04:22.260813
Skoda Enyaq (2023),2023-09-18 10:04:22.262569
Toyota C-HR (2022),2023-03-16 10:04:22.264567
Hyundai Tucson (2020),2015-11-11 10:04:22.266569
Smart EQ ForTwo (2022),2024-05-12 10:04:22.268571
Skoda Enyaq (2023),2025-01-11 10:04:22.270570
BMW i4 (2022),2024-10-14 10:04:22.272574
Skoda Scala (2020),2016-06-27 10:04:22.274516
Smart EQ ForTwo (2022),2017-07-21 10:04:22.276569
Mercedes GLA (2020),2024-04-27 10:04:22.278567
Mazda CX-5 (2019),2016-01-13 10:04:22.280568
Ford Focus (2018),2020-01-27 10:04:22.282488
Audi Q5 (2014),2018-05-14 10:04:22.284572
Nissan Juke (2021),2020-05-05 10:04:22.286569
Toyota RAV4 (2019),2023-08-16 10:04:22.288568
Tesla Model Y (2023),2021-09-21 10:04:22.290520
Citroen C5 Aircross (2021),2021-04-12 10:04:22.292569
Fiat 500X (2019),2015-08-23 10:04:22.294573
MG ZS EV (2022),2019-11-19 10:04:22.296570
Dacia Duster (2021),2019-09-05 10:04:22.299687
Ford Kuga (2020),2019-03-10 10:04:22.301696
MG ZS EV (2022),2021-08-01 10:04:22.303694
Citroen C3 (2018),2020-09-25 10:04:22.305691
Opel Mokka (2021),2017-10-15 10:04:22.307690
Volkswagen Golf (2019),2018-06-15 10:04:22.309686
BMW i4 (2022),2017-12-31 10:04:22.311693
Tesla Model Y (2023),2022-01-27 10:04:22.314298
Mini Cooper (2020),2020-01-21 10:04:22.316413
Toyota Yaris (2023),2020-04-23 10:04:22.317406
Seat Arona (2022),2016-07-25 10:04:22.320413
Seat Arona (2022),2025-06-05 10:04:22.321411
Fiat 500e (2021),2018-01-03 10:04:22.323409
Hyundai i30 (2016),2015-12-20 10:04:22.325417
Nissan Ariya (2023),2020-04-07 10:04:22.328404
Volkswagen ID.3 (2022),2021-11-06 10:04:22.330421
Audi Q3 (2022),2015-12-05 10:04:22.332411
Volkswagen Golf (2019),2016-02-27 10:04:22.334413
Mazda CX-5 (2019),2016-03-09 10:04:22.336409
Hyundai i30 (2016),2024-10-26 10:04:22.338413
Hyundai i30 (2016),2020-04-25 10:04:22.340420
Mini Countryman (2022),2021-12-20 10:04:22.342410
Toyota RAV4 (2019),2018-10-05 10:04:22.344428
Volvo C40 Recharge (2023),2018-09-15 10:04:22.346562
Fiat 500X (2019),2018-09-26 10:04:22.348552
Toyota C-HR (2022),2023-06-08 10:04:22.350554
Citroen C3 (2018),2024-05-10 10:04:22.352556
Hyundai IONIQ 5 (2023),2016-03-13 10:04:22.354559
Mini Countryman (2022),2023-11-01 10:04:22.356548
Subaru Forester (2020),2023-12-22 10:04:22.359434
Kia Sportage (2018),2021-01-19 10:04:22.360939
Subaru Impreza (2019),2024-06-14 10:04:22.362944
Cupra Formentor (2022),2021-08-04 10:04:22.364944
Jaguar F-PACE (2021),2023-07-24 10:04:22.366944
Mercedes GLA (2020),2021-12-08 10:04:22.368944
Mercedes A-Class (2021),2024-10-09 10:04:22.370944
Jaguar E-PACE (2022),2022-12-07 10:04:22.372944
Opel Mokka (2021),2016-02-06 10:04:22.375047
Jeep Compass (2020),2021-06-17 10:04:22.377046
Renault Megane (2021),2019-12-02 10:04:22.379046
Nissan Leaf (2020),2020-02-27 10:04:22.381045
Fiat 500e (2021),2018-05-09 10:04:22.383054
Renault Zoe (2022),2025-06-21 10:04:22.385052
Volvo XC60 (2015),2019-08-17 10:04:22.387054
Jeep Renegade (2021),2016-01-31 10:04:22.389058
Smart EQ ForTwo (2022),2020-07-20 10:04:22.391060
Kia EV6 (2022),2016-08-18 10:04:22.393073
Seat Leon (2017),2021-03-15 10:04:22.395053
Mercedes GLA (2020),2019-01-22 10:04:22.397058
Toyota Corolla (2021),2015-10-11 10:04:22.399054
Renault Clio (2020),2023-08-17 10:04:22.401056
Nissan Juke (2021),2017-03-31 10:04:22.403057
Ford Kuga (2020),2023-03-16 10:04:22.405065
Mercedes C-Class (2019),2015-10-08 10:04:22.407056
Tesla Model Y (2023),2016-10-24 10:04:22.409059
Renault Clio (2020),2018-03-09 10:04:22.411061
Skoda Enyaq (2023),2016-11-17 10:04:22.413060
Mercedes EQC (2022),2019-01-17 10:04:22.415059
Mercedes EQC (2022),2017-02-07 10:04:22.416062
Honda e (2021),2019-10-09 10:04:22.418061
Cupra Formentor (2022),2021-05-06 10:04:22.420061
Audi A4 (2016),2023-08-14 10:04:22.423056
Alfa Romeo Stelvio (2021),2016-06-21 10:04:22.425059
Ford Kuga (2020),2022-03-28 10:04:22.427059
Smart EQ ForTwo (2022),2015-09-06 10:04:22.429059
Mini Countryman (2022),2021-11-04 10:04:22.431063
BMW 3 Series (2018),2024-08-31 10:04:22.433059
Hyundai Tucson (2020),2023-04-16 10:04:22.435060
Audi A3 (2019),2015-09-28 10:04:22.437068
Alfa Romeo Stelvio (2021),2016-12-16 10:04:22.438953
Ford Puma (2023),2024-05-13 10:04:22.441052
Audi Q5 (2014),2023-12-17 10:04:22.443051
Volkswagen Golf (2019),2017-07-02 10:04:22.445049
Volvo XC40 (2022),2020-01-29 10:04:22.447101
Renault Zoe (2022),2017-03-21 10:04:22.449182
Subaru Impreza (2019),2024-05-05 10:04:22.450166
Nissan Qashqai (2017),2018-05-16 10:04:22.452172
Mazda MX-30 (2022),2024-08-23 10:04:22.454168
Skoda Kodiaq (2019),2016-05-19 10:04:22.457069
MG ZS EV (2022),2022-01-29 10:04:22.459070
Toyota C-HR (2022),2015-10-15 10:04:22.461797
Subaru Forester (2020),2016-01-01 10:04:22.463920
Opel Mokka (2021),2020-01-07 10:04:22.465809
Nissan Ariya (2023),2021-03-24 10:04:22.467919
Lexus NX (2023),2015-09-10 10:04:22.469912
MG ZS EV (2022),2020-12-11 10:04:22.472809
Lexus NX (2023),2018-06-10 10:04:22.474917
Jaguar E-PACE (2022),2022-01-23 10:04:22.476915
Smart EQ ForTwo (2022),2018-04-06 10:04:22.478863
Honda HR-V (2022),2020-08-03 10:04:22.480808
Subaru Forester (2020),2020-03-23 10:04:22.482906
Volvo XC40 (2022),2017-09-24 10:04:22.485917
Mazda MX-5 (2019),2016-11-24 10:04:22.487867
Dacia Sandero (2022),2016-02-13 10:04:22.490812
Mercedes GLA (2020),2017-04-17 10:04:22.492811
Toyota Corolla (2021),2016-01-05 10:04:22.494855
Ford Kuga (2020),2021-05-16 10:04:22.497812
Jeep Renegade (2021),2020-01-30 10:04:22.501817
Nissan Leaf (2020),2017-03-27 10:04:22.504917
BMW 3 Series (2018),2019-01-11 10:04:22.507816
BMW iX1 (2023),2020-05-02 10:04:22.510864
Kia Niro (2022),2020-12-26 10:04:22.512817
Audi A3 (2019),2019-02-20 10:04:22.516877
Volkswagen Golf (2019),2022-02-09 10:04:22.519810
Jeep Compass (2020),2020-03-12 10:04:22.523810
BMW X1 (2021),2015-12-17 10:04:22.525814
BMW 3 Series (2018),2020-11-17 10:04:22.528907
Ford Puma (2023),2022-06-06 10:04:22.532819
Hyundai i30 (2016),2022-08-13 10:04:22.535812
Fiat Panda (2020),2017-10-21 10:04:22.538812
Skoda Enyaq (2023),2020-07-23 10:04:22.541813
Tesla Model Y (2023),2023-09-06 10:04:22.543816
BMW i4 (2022),2018-11-09 10:04:22.547843
Mazda MX-30 (2022),2019-12-09 10:04:22.550832
Lexus NX (2023),2022-07-03 10:04:22.553837
Kia EV6 (2022),2022-07-01 10:04:22.556837
Mercedes A-Class (2021),2017-10-13 10:04:22.559852
Fiat Panda (2020),2023-06-15 10:04:22.563495
Fiat Panda (2020),2019-06-10 10:04:22.567404
Cupra Formentor (2022),2022-07-14 10:04:22.570401
Audi e-tron (2021),2024-06-01 10:04:22.573411
Nissan Ariya (2023),2021-10-29 10:04:22.576393
Volvo XC60 (2015),2016-04-05 10:04:22.579402
Alfa Romeo Stelvio (2021),2025-06-27 10:04:22.583400
Alfa Romeo Giulia (2022),2018-10-11 10:04:22.586398
Seat Leon (2017),2024-10-15 10:04:22.589400
Opel Mokka (2021),2016-07-20 10:04:22.591403
Mini Countryman (2022),2025-01-28 10:04:22.595397
Audi Q5 (2014),2021-08-10 10:04:22.599395
Volkswagen ID.4 (2023),2023-01-01 10:04:22.602401
Volkswagen Golf (2019),2022-01-19 10:04:22.606399
Nissan Ariya (2023),2022-03-15 10:04:22.609388
Opel Astra (2017),2023-06-21 10:04:22.612392
Dacia Duster (2021),2020-10-18 10:04:22.615408
Mercedes A-Class (2021),2023-04-10 10:04:22.618416
Lexus NX (2023),2024-08-16 10:04:22.621500
BMW 5 Series (2017),2023-10-29 10:04:22.624498
Renault Clio (2020),2019-12-20 10:04:22.627394
Skoda Kodiaq (2019),2024-08-31 10:04:22.630394
Skoda Scala (2020),2016-08-22 10:04:22.634491
Skoda Scala (2020),2018-12-23 10:04:22.639397
BMW X1 (2021),2022-02-19 10:04:22.642497
Honda e (2021),2024-11-25 10:04:22.645506
Nissan Leaf (2020),2023-01-24 10:04:22.648614
MG ZS EV (2022),2016-04-28 10:04:22.650548
Citroen C5 Aircross (2021),2019-05-20 10:04:22.653622
Audi Q5 (2014),2022-05-21 10:04:22.655520
Volkswagen Tiguan (2018),2020-01-05 10:04:22.658622
Hyundai Kona (2021),2023-06-06 10:04:22.660620
Skoda Octavia (2019),2023-04-25 10:04:22.663261
Nissan Juke (2021),2020-09-30 10:04:22.665355
Audi e-tron (2021),2020-07-27 10:04:22.668262
Renault Megane (2021),2020-04-14 10:04:22.670361
Honda Civic (2015),2021-02-21 10:04:22.672261
Nissan Ariya (2023),2024-04-22 10:04:22.675330
Ford Focus (2018),2020-04-18 10:04:22.677356
Nissan Juke (2021),2025-01-07 10:04:22.680286
Renault Clio (2020),2021-06-17 10:04:22.682355
Mazda CX-5 (2019),2017-03-27 10:04:22.685359
BMW 5 Series (2017),2024-11-27 10:04:22.687265
Alfa Romeo Giulia (2022),2015-08-17 10:04:22.690366
Toyota RAV4 (2019),2016-07-01 10:04:22.692370
Volkswagen ID.3 (2022),2022-04-24 10:04:22.694358
Toyota C-HR (2022),2017-01-25 10:04:22.697265
Dacia Duster (2021),2020-11-20 10:04:22.699360
Honda Civic (2015),2024-02-23 10:04:22.701355
Peugeot 308 (2016),2017-02-22 10:04:22.703432
Audi e-tron (2021),2020-01-19 10:04:22.705370
Mazda MX-30 (2022),2015-09-02 10:04:22.707490
Subaru Impreza (2019),2023-07-23 10:04:22.710491
Jaguar E-PACE (2022),2024-05-31 10:04:22.713383
Kia Sportage (2018),2016-01-30 10:04:22.716475
Fiat 500e (2021),2015-12-29 10:04:22.718227
Mercedes C-Class (2019),2017-09-22 10:04:22.720226
Mazda Mazda3 (2020),2024-02-11 10:04:22.723125
Dacia Sandero (2022),2020-12-27 10:04:22.726219
Nissan Ariya (2023),2022-06-14 10:04:22.728227
Volkswagen Golf (2019),2016-09-20 10:04:22.731224
Nissan Qashqai (2017),2017-01-14 10:04:22.733228
Hyundai Kona (2021),2020-10-14 10:04:22.735125
Jeep Compass (2020),2018-02-20 10:04:22.737231
Volkswagen ID.3 (2022),2024-03-18 10:04:22.740128
MG ZS EV (2022),2022-04-01 10:04:22.742227
Volvo XC60 (2015),2025-04-29 10:04:22.744222
Hyundai Kona (2021),2023-11-13 10:04:22.747307
Fiat Panda (2020),2020-06-27 10:04:22.749341
Mercedes A-Class (2021),2019-04-27 10:04:22.752330
Lexus UX (2021),2023-05-01 10:04:22.754339
Toyota Yaris (2023),2022-03-04 10:04:22.756328
Suzuki Vitara (2020),2017-06-23 10:04:22.759330
Nissan Ariya (2023),2025-01-17 10:04:22.760327
Hyundai IONIQ 5 (2023),2020-01-27 10:04:22.764055
Dacia Sandero (2022),2021-01-10 10:04:22.766054
Peugeot 2008 (2023),2019-08-28 10:04:22.768051
Tesla Model Y (2023),2018-06-08 10:04:22.770051
Mercedes C-Class (2019),2020-04-02 10:04:22.771958
Nissan Qashqai (2017),2019-03-11 10:04:22.774064
Volvo C40 Recharge (2023),2016-10-01 10:04:22.777048
Nissan Juke (2021),2021-09-20 10:04:22.779051
Honda e (2021),2015-11-22 10:04:22.781052
Opel Astra (2017),2024-10-02 10:04:22.783056
Smart EQ ForTwo (2022),2022-11-22 10:04:22.785050
Audi A3 (2019),2015-11-13 10:04:22.787954
Cupra Born (2023),2020-12-19 10:04:22.790346
Audi Q3 (2022),2017-04-11 10:04:22.793226
Kia Sportage (2018),2017-07-16 10:04:22.795230
Volvo C40 Recharge (2023),2019-08-15 10:04:22.797233
Mazda CX-5 (2019),2016-12-24 10:04:22.799226
Lexus NX (2023),2021-03-30 10:04:22.802241
Honda Civic (2015),2021-12-27 10:04:22.804242
Audi Q3 (2022),2018-06-20 10:04:22.806536
Toyota Corolla (2021),2024-06-18 10:04:22.808642
Audi Q3 (2022),2022-08-27 10:04:22.810642
Nissan Ariya (2023),2021-07-22 10:04:22.812643
Jeep Compass (2020),2024-11-10 10:04:22.814771
Skoda Kodiaq (2019),2018-03-28 10:04:22.816724
Alfa Romeo Stelvio (2021),2016-08-23 10:04:22.818753
Hyundai Kona (2021),2024-02-24 10:04:22.821655
Hyundai Kona (2021),2025-05-25 10:04:22.823752
Tesla Model Y (2023),2021-06-23 10:04:22.825752
Mazda MX-30 (2022),2017-04-20 10:04:22.827757
Ford Puma (2023),2021-06-14 10:04:22.830385
Jeep Renegade (2021),2018-06-21 10:04:22.832484
Suzuki Vitara (2020),2022-04-29 10:04:22.834481
Tesla Model 3 (2022),2017-05-07 10:04:22.836488
Volkswagen Tiguan (2018),2018-08-25 10:04:22.838386
BMW 5 Series (2017),2016-12-12 10:04:22.840481
Mercedes A-Class (2021),2020-05-13 10:04:22.843484
Hyundai Tucson (2020),2023-08-09 10:04:22.845483
Skoda Octavia (2019),2015-10-16 10:04:22.847625
Jaguar E-PACE (2022),2024-06-17 10:04:22.849612
Lexus UX (2021),2023-01-24 10:04:22.852611
Fiat Panda (2020),2022-11-10 10:04:22.854618
Renault Zoe (2022),2024-01-02 10:04:22.856614
Subaru Impreza (2019),2016-02-22 10:04:22.858616
Citroen C3 (2018),2025-02-09 10:04:22.860616
Subaru Impreza (2019),2021-08-18 10:04:22.863252
Opel Mokka (2021),2017-02-21 10:04:22.865359
Citroen C5 Aircross (2021),2024-05-08 10:04:22.867388
Hyundai IONIQ 5 (2023),2015-08-19 10:04:22.870363
Audi A3 (2019),2021-02-26 10:04:22.872324
Hyundai Kona (2021),2021-01-18 10:04:22.874352
BMW 3 Series (2018),2015-12-02 10:04:22.877372
Fiat Panda (2020),2024-02-15 10:04:22.879355
Peugeot e-208 (2023),2022-05-11 10:04:22.881364
Volvo C40 Recharge (2023),2020-03-25 10:04:22.883351
Seat Leon (2017),2020-10-05 10:04:22.886359
Honda e (2021),2024-11-21 10:04:22.888309
Honda HR-V (2022),2017-05-19 10:04:22.890371
MG ZS EV (2022),2019-01-20 10:04:22.892364
Smart EQ ForTwo (2022),2018-09-02 10:04:22.894355
Honda e (2021),2019-05-13 10:04:22.897363
Jeep Compass (2020),2016-09-03 10:04:22.899356
Ford Focus (2018),2021-07-25 10:04:22.901357
Hyundai IONIQ 5 (2023),2021-06-29 10:04:22.904360
Volkswagen Tiguan (2018),2020-12-16 10:04:22.906397
Hyundai i30 (2016),2016-05-26 10:04:22.908351
Fiat Panda (2020),2016-10-02 10:04:22.910353
Fiat 500X (2019),2016-06-07 10:04:22.912345
Seat Leon (2017),2024-05-01 10:04:22.914353
Toyota Corolla (2021),2023-07-19 10:04:22.917348
Mini Countryman (2022),2017-10-19 10:04:22.919252
Jaguar F-PACE (2021),2023-04-24 10:04:22.921248
Renault Zoe (2022),2020-06-13 10:04:22.923373
Kia Niro (2022),2024-02-09 10:04:22.925346
Tesla Model 3 (2022),2023-04-23 10:04:22.928345
Dacia Duster (2021),2021-08-24 10:04:22.930246
Renault Clio (2020),2025-04-04 10:04:22.933349
Jaguar F-PACE (2021),2016-11-22 10:04:22.935252
Opel Mokka (2021),2017-11-21 10:04:22.937251
Mini Countryman (2022),2022-06-23 10:04:22.940249
BMW i4 (2022),2019-01-02 10:04:22.942250
Alfa Romeo Giulia (2022),2024-12-15 10:04:22.945353
Mercedes GLA (2020),2021-05-15 10:04:22.947264
Citroen C3 (2018),2017-02-13 10:04:22.950279
Suzuki Swift (2021),2021-08-26 10:04:22.952379
